Feature ID,Locus Name,Gene length,Chromosome region start,Chromosome region end,0 Hour Time Point Unique gene reads,Total gene reads,RPKM,6 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM  0 to 6 hours ,12 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 12 hours,21 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 21 hours
alr4007,alr4007,697,4825874,4826571,3,3,0.25115076,5,5,0.454098361,1.808070824,12,12,0.970758446,3.865241926,24,24,1.928742239,7.679619374
phnH,all2224,700,2667619,2668319,3,4,0.333432532,3,4,0.36172178,1.084842495,8,8,0.644398702,1.932620963,14,14,1.120277784,3.359833476
alr0810,alr0810,718,936126,936844,3,3,0.243805125,3,3,0.26449016,1.084842495,10,10,0.785304824,3.221034938,8,8,0.624110186,2.559873125
all4500,all4500,727,5389541,5390268,3,3,0.240786904,0,0,0,-1.7977E+308,4,4,0.310233213,1.288413975,7,7,0.539335935,2.239888984
alr2489,alr2489,736,2989487,2990223,3,3,0.237842499,6,6,0.5160433,2.169684989,7,7,0.5362693,2.254724457,8,8,0.608846622,2.559873125
alr5150,alr5150,778,6145496,6146274,3,3,0.225002673,3,3,0.244092461,1.084842495,10,10,0.72474147,3.221034938,9,9,0.647975582,2.879857265
alr2325,alr2325,784,2802991,2803775,3,3,0.223280714,12,12,0.968897625,4.339369979,18,18,1.294550963,5.797862889,34,34,2.429173766,10.87946078
alr4769,alr4769,784,5682093,5682877,3,3,0.223280714,2,2,0.161482938,-1.382689199,6,6,0.431516988,1.932620963,10,10,0.714462872,3.199841406
ribG,all4103,784,4943339,4944123,3,3,0.223280714,8,8,0.64593175,2.892913319,16,16,1.150711967,5.153655901,12,12,0.857355447,3.839809687
all1882,all1882,802,2245350,2246152,3,3,0.218269426,5,5,0.394646581,1.808070824,3,3,0.210916034,-1.034864072,2,2,0.139685509,-1.562577442
all0455,all0455,805,539126,539931,3,3,0.217455999,10,10,0.786351696,3.616141649,11,11,0.770476708,3.543138432,15,15,1.043737066,4.799762109
all0625,all0625,811,725167,725978,3,3,0.2158472,3,3,0.234160215,1.084842495,11,11,0.764776511,3.543138432,9,9,0.621609128,2.879857265
alr1669,alr1669,811,1991827,1992638,3,3,0.2158472,1,1,0.078053405,-2.765378398,20,20,1.390502747,6.442069876,2,2,0.138135362,-1.562577442
all1771,all1771,817,2126050,2126867,3,3,0.214262031,4,4,0.309920742,1.44645666,7,7,0.483101842,2.254724457,3,3,0.205681356,-1.041718295
all1179,all1179,820,1388744,1389564,3,3,0.213478146,1,1,0.077196721,-2.765378398,0,0,0,-1.7977E+308,2,2,0.136619242,-1.562577442
alr4837,alr4837,820,5761779,5762599,3,3,0.213478146,5,5,0.385983607,1.808070824,3,3,0.20628617,-1.034864072,12,12,0.819715452,3.839809687
alr1083,alr1083,826,1267462,1268288,3,3,0.211927457,6,6,0.459815822,2.169684989,26,26,1.774826932,8.374690839,19,19,1.288455079,6.079698671
alr2484,alr2484,847,2984373,2985220,3,3,0.206673057,5,5,0.373679525,1.808070824,29,34,2.263383869,10.95151879,21,25,1.653302515,7.999603515
minD (Nostoc_chromosome 3401011..3401861),all2797,850,3401011,3401861,3,3,0.205943623,0,0,0,-1.7977E+308,2,2,0.132670321,-1.552296109,0,0,0,-1.7977E+308
alr2406,alr2406,853,2886620,2887473,3,3,0.205219319,0,0,0,-1.7977E+308,3,3,0.198305579,-1.034864072,1,1,0.065666928,-3.125154885
all3745,all3745,859,4521878,4522737,3,3,0.20378589,8,8,0.589534915,2.892913319,2,2,0.131280294,-1.552296109,2,2,0.130416506,-1.562577442
alr4455,alr4455,862,5340089,5340951,3,3,0.203076658,9,9,0.660918566,3.254527484,6,6,0.392470207,1.932620963,10,10,0.6498131,3.199841406
alr1029,alr1029,868,1200040,1200908,3,5,0.336121504,3,4,0.291711113,-1.152240999,6,9,0.584635919,1.739358867,2,2,0.129064261,-2.604295737
alr2834,alr2834,868,3452811,3453679,3,3,0.201672903,4,4,0.291711113,1.44645666,147,147,9.549053341,47.34921359,60,60,3.871927825,19.19904844
all7238,all7238,868,256518,257386,3,3,198.9993781,2,2,117.6906459,-1.690868263,2,2,121.2709192,-1.640948871,6,6,397.3353105,1.996666092
alr4684,alr4684,871,5584053,5584924,3,3,0.200978277,5,5,0.363382959,1.808070824,5,5,0.323679026,1.610517469,13,13,0.836028197,4.159793828
alr2823,alr2823,883,3437441,3438324,3,3,0.198246976,5,5,0.358444573,1.808070824,694,697,44.5076623,224.5061352,238,238,15.09774137,76.15622546
alr3165,alr3165,886,3831212,3832098,3,3,0.19757571,0,0,0,-1.7977E+308,4,5,0.318199133,1.610517469,2,4,0.252884376,1.279936562
all4633,all4633,892,5537924,5538816,3,3,0.196246726,1,1,0.070965596,-2.765378398,5,5,0.31605878,1.610517469,4,4,0.25118336,1.279936562
alr5318,alr5318,907,6346209,6347116,3,3,0.19300119,5,5,0.348959821,1.808070824,20,20,1.243327153,6.442069876,19,19,1.173389079,6.079698671
alr5200,alr5200,913,6201073,6201986,3,5,0.319554727,3,4,0.277333238,-1.152240999,18,26,1.605703227,5.024814504,21,36,2.208652805,6.911657437
cbiO (Nostoc_chromosome 4763661..4764586),alr3946,925,4763661,4764586,3,3,0.189245491,5,5,0.342169251,1.808070824,17,17,1.036262777,5.475759395,29,29,1.756111121,9.279540077
alr1447,alr1447,931,1704797,1705728,3,3,0.188025864,1,1,0.067992816,-2.765378398,5,5,0.302818939,1.610517469,0,0,0,-1.7977E+308
alr1372,alr1372,937,1625925,1626862,3,3,0.186821856,1,1,0.06755743,-2.765378398,0,0,0,-1.7977E+308,5,5,0.298900156,1.599920703
alr2203,alr2203,952,2642900,2643852,3,3,0.183878235,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
all1489,all1489,958,1751356,1752314,3,3,0.182726597,1,1,0.066076526,-2.765378398,3,3,0.176570625,-1.034864072,0,0,0,-1.7977E+308
alr7261,alr7261,967,277467,278434,3,3,178.6261222,5,5,264.1041382,1.478530323,2,2,108.8553856,-1.640948871,2,2,118.8855738,-1.502504606
all2070,all2070,1006,2476470,2477476,3,3,0.174008031,9,9,0.56631392,3.254527484,9,9,0.504437353,2.898931444,14,14,0.779517345,4.479777968
all0351,all0351,1009,402258,403267,3,3,0.173490663,3,3,0.188210044,1.084842495,2,2,0.111763898,-1.552296109,6,6,0.333085565,1.919904844
alr4849,alr4849,1009,5776615,5777624,3,3,0.173490663,10,10,0.627366814,3.616141649,12,12,0.670583386,3.865241926,12,12,0.66617113,3.839809687
alr3919,alr3919,1012,4725515,4726527,3,3,0.172976363,7,7,0.437854922,2.531299154,8,8,0.445730327,2.576827951,13,13,0.719546008,4.159793828
alr0998,alr0998,1015,1169291,1170306,3,3,0.172465103,10,10,0.623658242,3.616141649,7,7,0.388861285,2.254724457,24,24,1.324466346,7.679619374
alr0353,alr0353,1018,403905,404923,3,3,0.171956856,3,3,0.186546105,1.084842495,9,9,0.498491137,2.898931444,4,4,0.220093867,1.279936562
all2011,all2011,1042,2406077,2407119,3,3,0.167996237,6,6,0.364498915,2.169684989,19,19,1.028131326,6.119966383,14,14,0.752585843,4.479777968
alr4915,alr4915,1042,5860885,5861927,3,3,0.167996237,1,1,0.060749819,-2.765378398,3,3,0.162336525,-1.034864072,4,4,0.215024527,1.279936562
alr4447,alr4447,1048,5332602,5333650,3,3,0.167034427,5,5,0.302010074,1.808070824,8,8,0.43041898,2.576827951,5,5,0.267241838,1.599920703
alr4629,alr4629,1048,5533320,5534368,3,3,0.167034427,6,6,0.362412089,2.169684989,26,26,1.398861685,8.374690839,26,26,1.389657557,8.319587656
all0412,all0412,1057,482643,483700,3,3,0.165612185,2,2,0.119775424,-1.382689199,2,2,0.106688527,-1.552296109,5,5,0.264966363,1.599920703
alr3067,alr3067,1072,3716480,3717552,3,3,0.16329485,3,3,0.177149193,1.084842495,25,28,1.47273957,9.018897827,10,11,0.574769385,3.519825547
all7011,all7011,1072,7320,8392,3,3,161.1300934,2,2,95.29429164,-1.690868263,16,17,834.6425766,5.179929825,38,38,2037.578962,12.64555192
all2586,all2586,1132,3091300,3092432,3,3,0.154639646,8,8,0.447359092,2.892913319,22,22,1.095819347,7.086276864,18,19,0.940162451,6.079698671
all0426,all0426,1162,500136,501298,3,3,0.150647228,2,2,0.108952343,-1.382689199,1,1,0.048523999,-3.104592217,2,2,0.096409448,-1.562577442
alr7042,alr7042,1162,36397,37559,3,3,148.6501378,2,2,87.91349453,-1.690868263,8,8,362.3516623,2.437614035,2,2,98.93489658,-1.502504606
all1188,all1188,1171,1398585,1399756,3,3,0.149489393,3,3,0.162172446,1.084842495,5,5,0.240755279,1.610517469,13,13,0.621845055,4.159793828
all1931,all1931,1183,2316966,2318149,3,3,0.147973017,1,1,0.053509139,-2.765378398,0,0,0,-1.7977E+308,1,1,0.047349019,-3.125154885
alr1148,alr1148,1195,1353745,1354940,3,3,0.146487096,5,5,0.264859044,1.808070824,27,27,1.273968144,8.696794333,24,24,1.124965139,7.679619374
nifV1,alr1407,1234,1671777,1673011,3,3,0.141857439,1,1,0.051297659,-2.765378398,84,144,6.579759838,46.38290311,292,528,23.96704498,168.9516262
all3696,all3696,1240,4462933,4464173,3,3,0.141171032,5,5,0.255247224,1.808070824,40,41,1.864338986,13.20624325,17,19,0.858277335,6.079698671
all1932,all1932,1273,2318175,2319448,3,3,0.137511453,4,4,0.198904357,1.44645666,0,0,0,-1.7977E+308,1,1,0.044001484,-3.125154885
all4436,all4436,1279,5320347,5321626,3,3,0.136866364,5,5,0.247464079,1.808070824,8,8,0.352681072,2.576827951,8,8,0.350360527,2.559873125
aroB (Nostoc_chromosome 489981..491266),all0417,1285,489981,491266,3,3,0.136227299,3,3,0.147785163,1.084842495,7,7,0.307155023,2.254724457,5,5,0.217952876,1.599920703
all5347,all5347,1300,6380831,6382131,3,3,0.134655446,5,5,0.243466583,1.808070824,7,7,0.303610927,2.254724457,362,362,15.59771376,115.8342589
nifS (Nostoc_chromosome 1715534..1716837),all1457,1303,1715534,1716837,3,3,0.134345418,1,1,0.048581206,-2.765378398,13,13,0.56255067,4.18734542,1027,1036,44.53598558,331.5035697
all4636,all4636,1306,5539894,5541200,3,3,0.134036814,7,7,0.339287275,2.531299154,13,13,0.56125844,4.18734542,9,9,0.386006893,2.879857265
all4428,all4428,1336,5306427,5307763,3,3,0.131027006,9,10,0.473812212,3.616141649,18,18,0.759676613,5.797862889,61,61,2.55752039,19.51903258
phnI,all2222,1348,2665885,2667233,3,3,0.129860593,2,2,0.09391886,-1.382689199,15,15,0.627428261,4.831552407,7,7,0.290873312,2.239888984
all5195,all5195,1357,6193735,6195092,3,3,0.128999322,3,3,0.139943946,1.084842495,5,5,0.207755661,1.610517469,14,14,0.577888319,4.479777968
alr3072,alr3072,1372,3721891,3723263,3,3,0.127588979,1,1,0.046137982,-2.765378398,43,43,1.767164807,13.85045023,39,39,1.592231544,12.47938148
all1425,all1425,1387,1687863,1689250,3,4,0.168278856,6,7,0.319473093,1.898474366,783,1000,40.65240547,241.5776204,599,716,28.91560539,171.8314835
all0919,all0919,1390,1063223,1064613,3,3,0.125936748,5,5,0.227702559,1.808070824,289,289,11.72318861,93.08790971,111,111,4.473051584,35.51823961
all1388,all1388,1396,1647423,1648819,3,3,0.125395472,4,4,0.181379116,1.44645666,9,9,0.363512878,2.898931444,14,14,0.561743875,4.479777968
moeA,all5136,1411,6131151,6132562,3,3,0.124062423,5,5,0.224313648,1.808070824,28,28,1.118906321,9.018897827,19,19,0.754262151,6.079698671
alr1519,alr1519,1468,1779225,1780693,3,3,0.119245286,4,4,0.172483138,1.44645666,39,39,1.497963603,12.56203626,39,40,1.526264011,12.79936562
alr2123,alr2123,1483,2541379,2542862,3,3,0.118039163,3,3,0.128053901,1.084842495,11,11,0.418229097,3.543138432,4,4,0.151082641,1.279936562
alr0992,alr0992,1513,1160280,1161793,3,3,0.115698665,8,8,0.334706208,2.892913319,33,33,1.229809155,10.6294153,95,95,3.517065086,30.39849336
alr2363,alr2363,1513,2847021,2848534,3,3,0.115698665,3,3,0.125514828,1.084842495,9,9,0.335402497,2.898931444,13,13,0.481282591,4.159793828
all0661,all0661,1519,764230,765749,3,3,0.115241659,1,1,0.041673016,-2.765378398,5,5,0.185598704,1.610517469,3,3,0.110626509,-1.041718295
alr5075,alr5075,1543,6046839,6048382,3,3,0.113449177,2,2,0.082049658,-1.382689199,6,6,0.219254257,1.932620963,7,7,0.254113561,2.239888984
nifE,all1438,1543,1696388,1697931,3,3,0.113449177,3,3,0.123074488,1.084842495,52,53,1.936745936,17.07148517,3122,3131,113.6613656,1001.870344
alr0744,alr0744,1585,866299,867884,3,3,0.110442952,4,4,0.159750944,1.44645666,162,162,5.762997852,52.180766,81,81,2.862539448,25.91871539
alr7147,alr7147,1630,148557,150187,3,4,141.2936279,4,12,376.0324441,2.661354582,4,12,387.4717469,2.742315789,3,6,211.5871469,1.497499569
nifK,all1440,1639,1698742,1700381,3,3,0.106804197,0,0,0,-1.7977E+308,26,26,0.894452133,8.374690839,7086,7087,242.2028266,2267.727604
all4518,all4518,1663,5408160,5409823,3,3,0.105262826,0,0,0,-1.7977E+308,4,4,0.135622096,1.288413975,11,11,0.370506784,3.519825547
patB,all2512,1690,3017834,3019524,3,3,0.103581112,4,4,0.149825589,1.44645666,31,31,1.034278981,9.985208308,184,184,6.098553617,58.87708187
alr1635,alr1635,1804,1930169,1931973,3,3,0.097035521,3,3,0.105268256,1.084842495,22,22,0.687620566,7.086276864,174,174,5.402670023,55.67724046
alr7213,alr7213,1870,223555,225425,3,3,92.36976479,0,0,0,-1.7977E+308,6,6,168.8713763,1.828210526,6,6,184.4315773,1.996666092
all2146,all2146,1894,2574403,2576297,3,3,0.09242454,12,12,0.401064276,4.339369979,19,19,0.56563508,6.119966383,12,12,0.354892645,3.839809687
all0168,all0168,1963,175503,177466,3,3,0.089175792,2,2,0.064494459,-1.382689199,4,4,0.114895337,1.288413975,10,10,0.285348391,3.199841406
ilvB (Nostoc_chromosome 501571..503561),all0427,1990,501571,503561,3,3,0.087965869,6,6,0.190858226,2.169684989,4,4,0.113336455,1.288413975,7,7,0.197033781,2.239888984
all1145,all1145,2026,1345294,1347320,3,3,0.086402803,11,11,0.343689253,3.977755814,26,26,0.723596765,8.374690839,25,25,0.691188169,7.999603515
alr3757,alr3757,2182,4537734,4539916,3,3,0.080225518,1,1,0.029010684,-2.765378398,7,8,0.206727356,2.576827951,5,5,0.128354467,1.599920703
all5110,all5110,2488,6095024,6097512,3,3,0.070358553,7,7,0.178098545,2.531299154,18,18,0.407929242,5.797862889,9,9,0.20262259,2.879857265
alr0344,alr0344,2491,393430,395921,3,3,0.070273818,5,5,0.127060039,1.808070824,24,24,0.543250612,7.730483852,24,24,0.539676171,7.679619374
alr1561,alr1561,2794,1824796,1827590,3,3,0.062652856,3,3,0.067968481,1.084842495,55,55,1.109938709,17.71569216,47,47,0.942252252,15.03925461
alr3588,alr3588,2827,4334440,4337267,3,3,0.0619215,3,3,0.067175074,1.084842495,11,11,0.219396445,3.543138432,13,13,0.257580672,4.159793828
all4475,all4475,2830,5358544,5361374,3,3,0.061855858,6,6,0.134207728,2.169684989,15,15,0.298859822,4.831552407,22,22,0.435443662,7.039651093
alr3756,alr3756,2920,4534949,4537869,3,3,0.059949342,6,6,0.130071188,2.169684989,10,10,0.193098926,3.221034938,15,15,0.287742582,4.799762109
alr7206,alr7206,2920,214423,217343,3,3,59.15460964,6,6,104.9542609,1.774236388,14,14,252.3431867,4.265824561,9,9,177.1680049,2.994999138
all0824,all0824,3109,947548,950657,3,3,0.056304947,4,4,0.081442665,1.44645666,19,19,0.344584381,6.119966383,26,26,0.46843394,8.319587656
hglE (Nostoc_chromosome 6385419..6390145),alr5351,4726,6385419,6390145,3,3,0.03704022,4,4,0.053577073,1.44645666,53,53,0.632331566,17.07148517,1775,1776,21.04965451,568.2918337
all0323,all0323,5527,365850,371377,3,3,0.031672169,5,5,0.057265525,1.808070824,15,15,0.153025746,4.831552407,14,14,0.141884286,4.479777968
asr7380,asr7380,208,403085,403293,2,2,553.6264749,5,5,1227.830296,2.217795485,5,5,1265.182186,2.285263158,0,0,0,-1.7977E+308
asl0673,asl0673,226,783289,783515,2,2,0.516377815,2,2,0.560188598,1.084842495,2,2,0.498981296,-1.034864072,1,1,0.247849067,-2.08343659
asr7090,asr7090,244,80519,80763,2,2,471.9438802,0,0,0,-1.7977E+308,2,2,431.4063848,-1.093965914,2,2,471.1571714,-1.001669737
asl1671,asl1671,253,1993264,1993517,2,2,0.461270302,0,0,0,-1.7977E+308,1,1,0.222865164,-2.069728145,0,0,0,-1.7977E+308
asr5187,asr5187,253,6184308,6184561,2,3,0.691905452,2,2,0.500405625,-1.382689199,3,5,1.114325818,1.610517469,0,0,0,-1.7977E+308
asr7260,asr7260,253,277103,277356,2,2,455.1553627,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asl3518,asl3518,256,4239857,4240113,2,2,0.45586479,0,0,0,-1.7977E+308,3,3,0.660760387,1.449465722,6,6,1.312825528,2.879857265
asr7050,asr7050,256,42355,42611,2,2,449.8215108,3,3,598.5672694,1.330677291,6,6,1233.552632,2.742315789,6,6,1347.215037,2.994999138
asl1249,asl1249,262,1482965,1483227,2,2,0.445425139,0,1,0.241608059,-1.843585599,2,2,0.43041898,-1.034864072,1,1,0.21379347,-2.08343659
asl5064,asl5064,262,6036294,6036556,2,2,0.445425139,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asl1402,asl1402,268,1667745,1668013,2,2,0.435452934,2,2,0.472397847,1.084842495,0,0,0,-1.7977E+308,1,1,0.209007049,-2.08343659
asr1907,asr1907,268,2283754,2284022,2,2,0.435452934,1,1,0.236198924,-1.843585599,9,9,1.893522304,4.348397167,17,17,3.553119838,8.159595585
asr3001,asr3001,268,3646261,3646529,2,2,0.435452934,3,3,0.708596771,1.627263742,5,5,1.051956836,2.415776204,5,5,1.045035246,2.399881055
asl1735,asl1735,271,2086869,2087140,2,2,0.430632422,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asl0163,asl0163,277,167599,167876,2,2,0.421304644,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,3,3,0.60664862,1.439928633
asr2135,asr2135,277,2562524,2562801,2,2,0.421304644,1,1,0.22852459,-1.843585599,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asl5248,asl5248,280,6261701,6261981,2,2,0.416790665,2,2,0.452152225,1.084842495,3,3,0.604123783,1.449465722,3,3,0.600148813,1.439928633
asl2553,asl2553,283,3054767,3055050,2,2,0.41237239,4,4,0.894718184,2.169684989,7,7,1.394679169,3.382086685,8,8,1.583431497,3.839809687
asl0401,asl0401,292,471390,471682,2,2,0.399662282,0,0,0,-1.7977E+308,2,2,0.386197852,-1.034864072,4,4,0.767313551,1.919904844
asl1993,asl1993,292,2388038,2388330,2,41,8.193076778,4,109,23.62959916,2.884093461,4,107,20.66158508,2.521834671,0,11,2.110112265,-3.88276819
asr1102,asr1102,295,1292647,1292942,2,2,0.39559792,12,14,3.004130038,7.593897462,4,4,0.764540832,1.932620963,3,4,0.759510362,1.919904844
asr4352,asr4352,298,5216451,5216749,2,2,0.39161539,5,5,1.062102542,2.712106237,16,16,3.027376451,7.730483852,11,11,2.067626783,5.27973832
nblA,asr4517,298,5407402,5407700,2,2,0.39161539,0,0,0,-1.7977E+308,180,180,34.05798507,86.96794333,223,223,41.91643387,107.034695
asr3043,asr3043,304,3686150,3686454,2,2,0.383886139,0,0,0,-1.7977E+308,1,1,0.1854766,-2.069728145,5,5,0.921281072,2.399881055
asl3440,asl3440,310,4146844,4147154,2,2,0.376456085,3,3,0.612593337,1.627263742,4,6,1.091320382,2.898931444,11,11,1.987589617,5.27973832
asr2504,asr2504,322,3005521,3005843,2,2,0.362426666,3,3,0.589763772,1.627263742,11,11,1.926191771,5.314707648,8,8,1.391649421,3.839809687
asl0339,asl0339,328,388790,389118,2,2,0.355796909,0,0,0,-1.7977E+308,4,4,0.687620566,1.932620963,2,2,0.341548105,-1.041718295
asr4527,asr4527,328,5418325,5418653,2,2,0.355796909,1,1,0.192991803,-1.843585599,12,15,2.578577122,7.247328611,11,15,2.561610787,7.199643164
asl4047,asl4047,331,4874050,4874381,2,2,0.352572164,8,8,1.529941064,4.339369979,0,0,0,-1.7977E+308,2,2,0.338452503,-1.041718295
asl1933,asl1933,334,2319910,2320244,2,4,0.698810696,0,1,0.189524885,-3.687171197,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asl4372,asl4372,337,5237673,5238010,2,2,0.346294915,1,1,0.18783772,-1.843585599,8,8,1.338513624,3.865241926,1,1,0.166213321,-2.08343659
asl1510,asl1510,343,1772086,1772429,2,2,0.340237278,1,2,0.369103857,1.084842495,1,1,0.164387424,-2.069728145,4,4,0.653223198,1.919904844
asl1936,asl1936,346,2320961,2321307,2,3,0.505930865,0,1,0.182951767,-2.765378398,1,2,0.325924199,-1.552296109,1,2,0.323779706,-1.562577442
asl7282,asl7282,355,293863,294218,2,4,648.7566579,1,2,287.7619173,-2.254491018,3,3,444.7739066,-1.458621219,6,6,971.5128155,1.497499569
asl1650,asl1650,358,1969134,1969492,2,2,0.325981526,2,2,0.353638612,1.084842495,2,2,0.314999365,-1.034864072,0,0,0,-1.7977E+308
asl1789,asl1789,364,2153363,2153727,2,2,0.320608204,1,1,0.173904702,-1.843585599,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asr3006,asr3006,367,3647975,3648342,2,2,0.317987429,2,2,0.344966275,1.084842495,2,2,0.307274585,-1.034864072,4,4,0.610505604,1.919904844
asl3856,asl3856,370,4653156,4653526,2,2,0.315409152,4,4,0.684338503,2.169684989,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asr1203,asr1203,388,1418573,1418961,2,2,0.300776769,1,1,0.16314771,-1.843585599,1,1,0.145321872,-2.069728145,2,2,0.288731388,-1.041718295
asl7159,asl7159,391,160245,160636,2,2,294.5122935,11,11,1436.969677,4.879150066,4,4,538.4304752,1.828210526,3,3,441.0320326,1.497499569
asr7252,asr7252,394,271238,271632,2,2,292.2698141,4,4,518.5557393,1.774236388,5,5,667.9134384,2.285263158,2,2,291.7826138,-1.001669737
asl0151,asl0151,397,154743,155140,2,2,0.293958152,4,4,0.63779659,2.169684989,3,3,0.426082265,1.449465722,6,6,0.846557519,2.879857265
asl1962,asl1962,397,2343877,2344274,2,2,0.293958152,0,0,0,-1.7977E+308,9,9,1.278246795,4.348397167,0,0,0,-1.7977E+308
alr0811,alr0811,400,936879,937279,2,2,0.291753466,4,4,0.633013115,2.169684989,4,6,0.845773296,2.898931444,7,7,0.980243061,3.359833476
alr2144,alr2144,400,2572552,2572952,2,2,0.291753466,0,0,0,-1.7977E+308,1,1,0.140962216,-2.069728145,0,0,0,-1.7977E+308
all1439,all1439,427,1698138,1698565,2,2,0.273305354,0,0,0,-1.7977E+308,3,3,0.396146743,1.449465722,728,728,95.49908979,349.4226815
alr5335,alr5335,427,6368685,6369112,2,2,0.273305354,0,0,0,-1.7977E+308,1,1,0.132048914,-2.069728145,8,8,1.049440547,3.839809687
all2283,all2283,430,2753814,2754244,2,2,0.271398573,4,4,0.588849409,2.169684989,6,6,0.786765857,2.898931444,1,1,0.130264859,-2.08343659
alr5141,alr5141,433,6137182,6137615,2,3,0.40427732,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,1,1,0.129362331,-3.125154885
alr1014,alr1014,442,1185832,1186274,2,2,0.264030286,3,3,0.429646911,1.627263742,8,8,1.02054093,3.865241926,5,5,0.633641281,2.399881055
alr7007,alr7007,451,3675,4126,2,2,255.3310571,2,2,226.5088263,-1.127245509,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
all2030,all2030,454,2429405,2429859,2,2,0.257051512,0,0,0,-1.7977E+308,7,7,0.869370495,3.382086685,2,2,0.246757221,-1.041718295
